ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	occ_gpt3_no_tokens	occ_gpt3_avg_delta-uid	occ_gpt3_avg_mu-uid	occ_gpt3_avg_rtm	occ_gpt3_avg_diff_for_low-ic	hyp_gpt3_no_tokens	hyp_gpt3_avg_delta-uid	hyp_gpt3_avg_mu-uid	hyp_gpt3_avg_rtm	hyp_gpt3_avg_diff_for_low-ic	gpt3_delta-uid_correct	gpt3_mu-uid_correct	gpt3_rtm_correct	gpt3_low-ic_correct	occ_gpt2_no_tokens	occ_gpt2_avg_delta-uid	occ_gpt2_avg_mu-uid	occ_gpt2_avg_rtm	occ_gpt2_avg_diff_for_low-ic	hyp_gpt2_no_tokens	hyp_gpt2_avg_delta-uid	hyp_gpt2_avg_mu-uid	hyp_gpt2_avg_rtm	hyp_gpt2_avg_diff_for_low-ic	gpt2_delta-uid_correct	gpt2_mu-uid_correct	gpt2_rtm_correct	gpt2_low-ic_correct
282	21027	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Yet the composer, if he is still living, can not claim recompense for the injustice he has suffered	Yet the composer, if he is still living, can not claim recompense for the injustice that he has suffered	20	4,1311	2,6951	3,1261	-1,1548	21	3,9198	2,5689	3,0372	-1,1633	0	0	0	0	20	3,4423	2,3618	2,6524	-1,0374	21	3,2655	2,2907	2,6239	-1,0857	0	0	0	0
283	21028	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	He told himself that the slaughter he had just witnessed must have induced a state of shock in him	He told himself that the slaughter that he had just witnessed must have induced a state of shock in him	18	3,4279	2,358	3,1255	-1,6924	19	3,3017	2,3776	3,0337	-1,6415	0	1	0	1	18	3,8604	2,4351	2,6403	-0,9232	19	3,6694	2,3706	2,6363	-1,0097	0	0	0	0
284	21029	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	I think I can say that I was truly hated by a cosy columnist in Herald Tribune Books who signed herself "" IMP "" and doted on the books I attacked	I think I can say that I was truly hated by a cosy columnist in Herald Tribune Books who signed herself "" IMP "" and doted on the books that I attacked	32	4,8615	3,4382	3,3164	0,3896	33	4,8227	3,414	3,3235	0,2715	0	0	1	0	32	4,3912	3,3712	3,3502	1,2828	33	4,3438	3,386	3,3457	1,1576	0	1	0	0
285	21030	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	That I was not getting complete credit for work I had done was less important than the fact that Peggy was on her own, with Judy, and barely able to perform	That I was not getting complete credit for work that I had done was less important than the fact that Peggy was on her own, with Judy, and barely able to perform	32	4,6474	3,2786	3,3602	-0,3262	33	4,5562	3,2755	3,3892	-0,4168	0	0	1	0	32	3,8032	2,5366	2,777	-0,6948	33	3,7489	2,5579	2,8286	-0,7976	0	1	1	0
286	21031	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	First he sang, a song he'd learned as a child in Genti Couli, the town outside of Saloniki, where he was born	First he sang, a song that he'd learned as a child in Genti Couli, the town outside of Saloniki, where he was born	28	3,9232	3,1618	3,2118	-0,1804	29	3,8208	3,1533	3,1945	-0,1325	0	0	0	1	28	3,3482	2,5012	2,6435	-0,4979	29	3,2611	2,4599	2,6452	-0,5969	0	0	1	0
287	21032	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	I was not suffering, but I had become numb in all my faculties ; a point of boredom I had never reached before	I was not suffering, but I had become numb in all my faculties ; a point of boredom that I had never reached before	23	3,2727	2,329	2,4359	-0,5644	24	3,1359	2,3442	2,4806	-0,6829	0	1	1	0	23	2,5247	1,7448	1,9457	-0,7639	24	2,4225	1,7731	1,9585	-0,826	0	1	1	0
288	21033	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The only other world to desire, heaven, the sun, is what's becoming absent ; and if the shepherd's flock represents the paltry, fleeting vanities he might despise, appropriately metamorphosed into gnats, they, like a new grove, still encumber him, because until the death all shepherds ought to long for ( November, 182-92 ), he has no other place but his diminished world in which to live	The only other world to desire, heaven, the sun, is what's becoming absent ; and if the shepherd's flock represents the paltry, fleeting vanities that he might despise, appropriately metamorphosed into gnats, they, like a new grove, still encumber him, because until the death all shepherds ought to long for ( November, 182-92 ), he has no other place but his diminished world in which to live	89	4,7099	3,2578	3,2177	0,4114	90	4,6039	3,233	3,1893	0,3873	0	0	0	0	89	3,897	2,7507	2,7478	0,0201	90	3,823	2,7213	2,7237	-0,0156	0	0	0	0
289	21034	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	I will send you the best the quarter has to offer	I will send you the best that the quarter has to offer	10	3,195	2,9355	2,9847	-0,4595	11	2,9915	2,4609	2,4969	-0,9034	0	0	0	0	10	2,5945	2,5203	2,5412	-0,8327	11	2,8535	2,1251	2,2199	-0,8342	1	0	0	0
290	21035	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The difference between them lies in the systems they live under, only there, nowhere else	The difference between them lies in the systems that they live under, only there, nowhere else	16	5,3886	3,2927	3,2669	0,3609	17	5,429	3,4261	3,3918	0,3524	1	1	1	0	16	4,0759	2,5205	2,5205	-0,3058	17	3,8088	2,4519	2,4845	-0,4178	0	0	0	0
291	21036	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The future was hinting at certain demands it would make	The future was hinting at certain demands that it would make	10	4,0825	3,6867	3,7988	0,5605	11	3,8215	3,5597	3,5438	0,1753	0	0	0	0	10	4,3392	3,3345	3,3645	0,4657	11	4,446	3,0735	3,0815	0,2127	1	0	0	0
292	21037	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	She thought of the murders she'd read about - of girls waylaid on lonely roads like this, girls missing for days, weeks, with search parties scouring the countryside, and then, in some hidden spot	She thought of the murders that she'd read about - of girls waylaid on lonely roads like this, girls missing for days, weeks, with search parties scouring the countryside, and then, in some hidden spot	42	2,6968	2,2207	2,9428	-1,7498	43	2,6829	2,3446	2,9126	-1,5598	0	1	0	1	42	3,3584	2,2351	2,3961	-0,6295	43	3,2211	2,1874	2,4052	-0,6559	0	0	1	0
293	21038	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	There was still a question she didn't know how to answer	There was still a question that she didn't know how to answer	11	2,4926	2,0798	2,8231	-2,0087	12	2,5122	1,6831	2,5726	-2,13	1	0	0	0	11	2,5735	2,2375	2,6834	-1,676	12	2,2785	1,8776	2,4272	-1,8403	0	0	0	0
294	21039	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	We, further, wish to place on record our gratefulness to the government for all the positive steps it has taken to solve the problems and to promote the welfare of the different groups	We, further, wish to place on record our gratefulness to the government for all the positive steps that it has taken to solve the problems and to promote the welfare of the different groups	35	3,1422	2,3611	3,0158	-1,97	36	3,1223	2,3299	3,0238	-1,9973	0	0	1	0	35	3,3172	2,0329	2,6947	-1,7266	36	3,2116	1,9685	2,6716	-1,7303	0	0	0	0
295	21040	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Chief among the defects they singled out were the complicated and wearisome procedures in equity	Chief among the defects that they singled out were the complicated and wearisome procedures in equity	16	4,6997	3,5847	3,5941	-0,0755	17	4,779	3,2956	3,341	-0,2576	1	0	0	0	16	5,3924	3,8038	3,7527	0,409	17	5,5025	3,6787	3,6328	0,2601	1	0	0	0
296	22000	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Her psychiatrist raised one eyebrow inquisitively when she told him this, a gesture that she took as a sign of disapproval	Her psychiatrist raised one eyebrow inquisitively when she told him this, a gesture she took as a sign of disapproval	24	3,1288	2,8811	3,3317	-1,6737	23	3,2744	2,9472	3,3059	-1,5101	1	1	0	1	24	2,7003	2,4252	2,7144	-1,4659	23	2,5108	2,4128	2,6585	-1,3874	0	0	0	1
297	22001	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	I shall contend that the key condition that Danto's theory lacks - and even eschews - is the requirement that the main function of art is to produce aesthetic objects	I shall contend that the key condition Danto's theory lacks - and even eschews - is the requirement that the main function of art is to produce aesthetic objects	32	3,3548	2,8825	3,049	-0,83	31	3,1829	2,979	3,1372	-0,7472	0	1	1	1	32	3,2249	2,727	2,7314	-0,3556	31	3,2775	2,9396	2,9507	-0,1804	1	1	1	1
298	22002	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The idea that art must be aesthetic is not exactly new ; its most prominent proponent was Monroe Beardsley	The idea art must be aesthetic is not exactly new ; its most prominent proponent was Monroe Beardsley	20	4,4164	3,2609	3,3089	-0,3633	19	4,7523	4,0708	4,0319	0,5649	1	1	1	1	20	4,4161	2,7587	2,7798	-0,2114	19	4,1812	2,7742	2,7532	0,3986	0	1	0	1
299	22003	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	How could the mess be admitted, because it appears to be the very opposite of form and therefore destructive of the very thing that art holds itself to be	How could the mess be admitted, because it appears to be the very opposite of form and therefore destructive of the very thing art holds itself to be	29	4,5391	3,0375	3,0522	-0,0851	28	4,9036	3,2121	3,1905	0,1148	1	1	1	1	29	3,6998	2,556	2,6695	-0,3864	28	3,7031	2,5811	2,6574	-0,267	1	1	0	1
300	22004	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	And if he is so scornful of the rights of states, why not advocate a different sort of constitution that he could more sincerely support	And if he is so scornful of the rights of states, why not advocate a different sort of constitution he could more sincerely support	26	3,4756	2,1084	2,4444	-1,1823	25	3,8477	2,2948	2,5808	-0,9331	1	1	1	1	26	3,2665	2,0519	2,2546	-0,8142	25	3,4495	2,2032	2,368	-0,7023	1	1	1	1
301	22005	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	When Pelligrew was unloading his shopping-basket in his kitchen he began to think of more things that Ada had told him about Victor	When Pelligrew was unloading his shopping-basket in his kitchen he began to think of more things Ada had told him about Victor	28	4,8046	3,5533	3,6103	-0,1993	27	5,0661	3,6134	3,638	-0,0949	1	1	1	1	28	3,5495	2,7389	2,7419	-0,0142	27	3,9557	2,9599	2,9337	0,1412	1	1	1	1
302	22006	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Carrying it to the living room, she imagined the picture she made : tall and roundly slim, a bit sophisticated in her yellow sheath, with a graceful swingy walk that she had learned as a twirler with the school band	Carrying it to the living room, she imagined the picture she made : tall and roundly slim, a bit sophisticated in her yellow sheath, with a graceful swingy walk she had learned as a twirler with the school band	49	3,8154	2,7014	2,8012	-0,6989	48	3,8388	2,6802	2,7537	-0,5881	1	0	0	1	49	3,4577	2,5116	2,5213	-0,0945	48	3,5517	2,544	2,5451	-0,026	1	1	1	1
303	22007	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	If you're consuming only the average amounts of 450 to 550 mg a day that many Americans take in, you're in danger of losing bone mass . Furthermore, you are putting yourself at greater risk for osteoporosis	If you're consuming only the average amounts of 450 to 550 mg a day many Americans take in, you're in danger of losing bone mass . Furthermore, you are putting yourself at greater risk for osteoporosis	43	3,1743	2,6597	3,1654	-1,4327	42	3,3959	2,7824	3,2658	-1,3976	1	1	1	1	43	2,6762	2,2062	2,7638	-1,4006	42	3,0318	2,3692	2,8667	-1,2158	1	1	1	1
304	22008	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But before I embark on my main discussion, I want to mention the role that payment of money (or the return of lands or artifacts) may play in the embodiment of communal remembrance	But before I embark on my main discussion, I want to mention the role payment of money (or the return of lands or artifacts) may play in the embodiment of communal remembrance	35	4,694	3,2204	3,3267	-0,5481	34	4,9702	3,4051	3,4558	-0,2874	1	1	1	1	35	4,0173	2,8386	3,062	-0,7215	34	4,0865	2,9852	3,0772	-0,455	1	1	1	1
305	22009	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But because such training entails effort that the child may be reluctant to exert, to require it of everyone calls for a promise to the child and to society	But because such training entails effort the child may be reluctant to exert, to require it of everyone calls for a promise to the child and to society	29	3,0178	2,8976	2,9135	-0,4632	28	3,1547	3,1796	3,1796	-0,1013	1	1	1	1	29	3,1961	2,3451	2,3656	0,1467	28	3,0169	2,3834	2,4694	0,4331	0	1	1	1
306	22010	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Serious art, by and large, does make demands that popular art does not : sensitive discrimination, awareness of form, some familiarity with technique, and, above all, an active and concentrated attention	Serious art, by and large, does make demands popular art does not : sensitive discrimination, awareness of form, some familiarity with technique, and, above all, an active and concentrated attention	38	3,1572	2,3903	2,9486	-1,3931	37	3,8606	2,8106	3,2792	-1,0821	1	1	1	1	38	4,2454	3,0825	3,0832	-0,007	37	3,9579	3,1906	3,1922	0,3519	0	1	1	1
307	22011	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Moreover, it is equally difficult to argue that secular changes in income that Peltzman discusses are at work to the same extent in this analysis since we are using data for a shorter time span	Moreover, it is equally difficult to argue that secular changes in income Peltzman discusses are at work to the same extent in this analysis since we are using data for a shorter time span	37	3,5219	2,3463	2,531	-1,1483	36	3,8859	2,5711	2,7465	-1,0544	1	1	1	1	37	2,7996	1,9962	2,0303	-0,5206	36	3,1675	2,2745	2,3346	-0,2995	1	1	1	1
308	22012	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	As for the foreign examples that the National Government was supposed to have foolishly ignored, the evidence about the effectiveness of the various New Deals in bringing down unemployment now seems, at best, to be inconclusive	As for the foreign examples the National Government was supposed to have foolishly ignored, the evidence about the effectiveness of the various New Deals in bringing down unemployment now seems, at best, to be inconclusive	40	3,7446	2,5988	2,9578	-1,1135	39	3,4556	2,5522	2,8918	-1,1521	0	0	0	0	40	3,5214	2,5732	2,6785	-0,7171	39	3,5038	2,6864	2,7502	-0,5864	0	1	1	1
309	22013	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	It should be remembered that the Manchesters, the Bradfords, the Wandsworths and the Westminsters get double the amount of money that Barnsley gets to provide services at the same level	It should be remembered that the Manchesters, the Bradfords, the Wandsworths and the Westminsters get double the amount of money Barnsley gets to provide services at the same level	43	3,1544	2,5892	3,3514	-1,9157	42	3,4399	2,7658	3,4653	-1,7925	1	1	1	1	43	2,8852	2,4022	2,6223	-1,163	42	3,2418	2,582	2,7406	-0,9788	1	1	1	1
310	22014	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	All that he is interested in is the fact that the work of healing can receive warrant from scripture	All he is interested in is the fact that the work of healing can receive warrant from scripture	18	4,1423	2,8499	2,8499	0,2935	17	4,5098	3,1949	3,1671	0,4718	1	1	1	1	18	3,9266	2,7123	2,7249	-0,1136	17	4,1954	3,0291	3,0315	-0,0133	1	1	1	1
311	22015	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The historical problem that Derrida has to face - and his followers often magnificently ignore - is that there is no evidence whatever that phonocentrism in this strong sense exists, or even has existed	The historical problem Derrida has to face - and his followers often magnificently ignore - is that there is no evidence whatever that phonocentrism in this strong sense exists, or even has existed	41	3,0159	2,5164	2,7758	-1,1269	40	3,1307	2,6954	2,9235	-0,968	1	1	1	1	41	3,427	2,5671	2,8318	-0,78	40	3,5179	2,7876	3,0062	-0,6815	1	1	1	1
312	22016	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Where then is the sound planning and cooperation between agencies within the community that you have called for in other editorials	Where then is the sound planning and cooperation between agencies within the community you have called for in other editorials	21	4,2163	2,7018	2,8228	-0,6719	20	4,4474	2,8908	2,9239	-0,3314	1	1	1	1	21	4,6834	2,9783	2,9563	0,1543	20	4,7455	3,0603	3,0603	0,5475	1	1	1	1
313	22017	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The fruitful course of metropolitanization that you recommend is currently practiced by the town of East Greenwich and had its inception long before we learned what it was called	The fruitful course of metropolitanization you recommend is currently practiced by the town of East Greenwich and had its inception long before we learned what it was called	29	4,7566	3,2214	3,2131	1,0357	28	4,8976	3,2725	3,2963	0,9616	1	1	1	0	29	3,8651	2,5309	2,5405	0,1396	28	4,1544	2,7637	2,7912	0,3486	1	1	1	1
314	22018	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The Fragility of the Private Family Without the ballast provided by the public sphere, the family began its long slide toward subjectivism, feeding the very individualism that family morality was supposed to counter	The Fragility of the Private Family Without the ballast provided by the public sphere, the family began its long slide toward subjectivism, feeding the very individualism family morality was supposed to counter	38	4,2585	3,1527	3,5237	-0,8863	37	4,4913	3,3266	3,6087	-0,6959	1	1	1	1	38	4,0755	2,9194	2,9133	0,0384	37	4,1964	2,9335	2,9056	0,2064	1	1	0	1
315	22019	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But it is certainly true that individualism constantly undermines the very family life that it originally fostered	But it is certainly true that individualism constantly undermines the very family life it originally fostered	18	3,6265	2,319	2,4968	-0,9158	17	3,7697	2,2959	2,4254	-0,8074	1	0	0	1	18	3,8091	2,2779	2,416	-0,6722	17	3,8272	2,2285	2,3234	-0,4524	1	0	0	1
316	22020	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Though the trick that Holbein was playing with an object in the foreground of the picture - a skull that could only be recognized if the viewer crouched down in the extreme lower left-hand corner, which otherwise looked like a shapeless blotch in front of the two illustrious Frenchmen - had long since lost its original fascination for Dance, he nevertheless always stopped to look at it - from the correct angle, on principle	Though the trick Holbein was playing with an object in the foreground of the picture - a skull that could only be recognized if the viewer crouched down in the extreme lower left-hand corner, which otherwise looked like a shapeless blotch in front of the two illustrious Frenchmen - had long since lost its original fascination for Dance, he nevertheless always stopped to look at it - from the correct angle, on principle	85	3,2787	2,4091	2,7881	-1,3324	84	3,2481	2,4943	2,85	-1,2918	0	1	1	1	85	3,5623	2,4379	2,6273	-0,7573	84	3,5697	2,5214	2,7019	-0,7034	1	1	1	1
317	22021	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	If I could put your body in an imaginary atomic press and squeeze you down, squeeze these holes out of you in the way we squeeze the holes out of a sponge, you would get smaller and smaller until finally when the last hole was gone, you would be smaller than the smallest speck of dust that you could see on this piece of paper	If I could put your body in an imaginary atomic press and squeeze you down, squeeze these holes out of you in the way we squeeze the holes out of a sponge, you would get smaller and smaller until finally when the last hole was gone, you would be smaller than the smallest speck of dust you could see on this piece of paper	68	2,021	2,0097	2,7859	-1,8852	67	2,1249	2,0488	2,7365	-1,8132	1	1	0	1	68	2,3234	1,9835	2,2351	-1,0946	67	2,3686	1,9895	2,2281	-1,0699	1	1	0	1
318	22022	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The four-wheeled vehicle with its internal combustion engine that we call the motor car has given me much pleasure, as well as pain and disappointment	The four-wheeled vehicle with its internal combustion engine we call the motor car has given me much pleasure, as well as pain and disappointment	28	2,7905	1,9803	2,5033	-1,644	27	3,3059	2,2492	2,6306	-1,4181	1	1	1	1	28	3,2835	2,0458	2,113	-0,9404	27	3,7012	2,2139	2,3164	-0,8378	1	1	1	1
319	22023	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	It is important to know to what extent the level of thinking of our subjects remained the same throughout the four experiments that each one undertook	It is important to know to what extent the level of thinking of our subjects remained the same throughout the four experiments each one undertook	25	4,4159	2,7905	2,9832	-0,7064	24	4,8287	3,0306	3,2125	-0,6007	1	1	1	1	25	3,1551	2,1058	2,2381	-0,8326	24	3,6504	2,49	2,5939	-0,5589	1	1	1	1
320	22024	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Marion, my love, I have an idea that if my sister has had anything to do with this, they willn't need telling . but, just for the record ,	Marion, my love, I have an idea if my sister has had anything to do with this, they willn't need telling . but, just for the record ,	35	2,8797	2,6193	2,6938	-0,4373	34	3,0472	2,7528	2,7834	-0,1733	1	1	1	1	35	2,4795	2,0345	2,1176	-0,8026	34	2,6167	2,0994	2,152	-0,6964	1	1	1	1
321	22025	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	An idea, of the sort that we have in mind, although of necessity readily available to imagination, is more general in connotation than most poetic or literary images, especially those appearing in lyric poems that seek to capture a moment of personal experience	An idea, of the sort we have in mind, although of necessity readily available to imagination, is more general in connotation than most poetic or literary images, especially those appearing in lyric poems that seek to capture a moment of personal experience	47	3,5576	2,4909	2,7946	-0,9887	46	3,3807	2,4794	2,7689	-1,0027	0	0	0	0	47	3,4382	2,2836	2,4257	-0,6068	46	3,4456	2,3025	2,4259	-0,5675	1	1	1	1
322	22026	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	There are points at which the authors have to admit that the stamp of the Medici on this genre is not very strong : for example, they confirm that few of the sources can be tied to the Medici family ; at the same time, of course, they have to acknowledge the strong impact that the Strozzi family and circle seem to have made on (at least) the dissemination of the style	There are points at which the authors have to admit that the stamp of the Medici on this genre is not very strong : for example, they confirm that few of the sources can be tied to the Medici family ; at the same time, of course, they have to acknowledge the strong impact the Strozzi family and circle seem to have made on (at least) the dissemination of the style	79	4,0036	2,895	3,3552	-1,4834	78	3,993	2,88	3,3138	-1,4439	0	0	0	1	79	3,7645	2,5776	2,9489	-1,1351	78	3,7803	2,6017	2,9254	-1,0722	1	1	0	1
323	22027	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Realtors in attendance at the colloquium expressed interest, for example, in Connecticut's new housing law as setting standards of equity that they would like to have to obey, but in support of which none had been willing to go on public record	Realtors in attendance at the colloquium expressed interest, for example, in Connecticut's new housing law as setting standards of equity they would like to have to obey, but in support of which none had been willing to go on public record	49	4,4187	3,1594	3,229	-0,358	48	4,6464	3,3108	3,356	-0,2477	1	1	1	1	49	3,1971	2,2352	2,3067	-0,5907	48	3,3303	2,3268	2,3729	-0,5132	1	1	1	1
324	22028	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	These are the very qualities that Gilmore counts on when he manipulates her toward a suicide pact	These are the very qualities Gilmore counts on when he manipulates her toward a suicide pact	17	5,4151	3,7424	3,7305	0,0677	16	5,0711	3,8484	3,818	0,2431	0	1	1	1	17	5,1514	3,0587	3,0615	-0,0155	16	5,075	3,2521	3,2104	0,3334	0	1	1	1
325	22029	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Here are many simple practical things that coaches can do with a little creativity, which will increase the activity time for children	Here are many simple practical things coaches can do with a little creativity, which will increase the activity time for children	22	3,6346	2,5883	2,619	-0,1693	21	3,4898	2,533	2,5563	-0,163	0	0	0	1	22	2,7678	1,8426	1,9328	-0,4792	21	2,8651	1,8986	1,9503	-0,2983	1	1	1	1
326	22030	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	This is the gloss that I would add to Katz's formulation of the goals of what he calls linguistics tout court (I would call it theoretical linguistics) in his recent defence of Platonic realism (as an alternative to both American structuralism and Chomskyan cognitivism) : linguistics tries to construct theories to answer the questions	This is the gloss I would add to Katz's formulation of the goals of what he calls linguistics tout court (I would call it theoretical linguistics) in his recent defence of Platonic realism (as an alternative to both American structuralism and Chomskyan cognitivism) : linguistics tries to construct theories to answer the questions	67	4,9428	3,2229	3,4412	-0,9068	66	4,8931	3,256	3,4613	-0,8801	0	1	1	1	67	4,308	2,7248	2,8374	-0,5454	66	4,3182	2,7705	2,8657	-0,4887	1	1	1	1
327	22031	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	This was the very sort of legislation that Roosevelt himself had in mind	This was the very sort of legislation Roosevelt himself had in mind	12	5,4839	2,8036	2,7917	-0,6141	11	5,0118	2,8833	2,8659	-0,1908	0	1	1	1	12	4,8169	2,662	2,7063	-0,5863	11	3,7658	2,7639	2,7806	-0,1834	0	1	1	1
328	22032	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Now let us consider the prototype example of the infinite dimensional systems that we want to study, the KdV equation	Now let us consider the prototype example of the infinite dimensional systems we want to study, the KdV equation	22	2,9225	2,1031	2,6858	-1,4644	21	2,6025	2,2307	2,7452	-1,376	0	1	1	1	22	3,0568	2,308	2,308	0,0095	21	3,0084	2,2432	2,2402	0,1132	0	0	0	1
329	22033	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	There was a surprised excitement in his voice that I should have found extremely flattering had not experience counselled me against a readiness to believe that here, at last, I was about to meet the perfect, that dream reader whom every novelist is convinced must exist somewhere, the one reader who has not only read everything that he has written, but read between the lines	There was a surprised excitement in his voice that I should have found extremely flattering had not experience counselled me against a readiness to believe that here, at last, I was about to meet the perfect, that dream reader whom every novelist is convinced must exist somewhere, the one reader who has not only read everything he has written, but read between the lines	71	2,5673	2,1951	2,8636	-1,6545	70	2,6085	2,2174	2,8718	-1,6428	1	1	1	1	71	2,8673	2,3428	2,4493	-0,6217	70	2,8925	2,3548	2,4521	-0,6011	1	1	1	1
330	22034	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	He also bought a huge square of pegboard for hanging up his tools, and lumber for his workbench, sandpaper and glue and assorted nails, levels and T squares and plumb lines and several gadgets that he had no idea how to use or what they were for	He also bought a huge square of pegboard for hanging up his tools, and lumber for his workbench, sandpaper and glue and assorted nails, levels and T squares and plumb lines and several gadgets he had no idea how to use or what they were for	53	3,7048	2,6916	3,1845	-1,3492	52	3,7787	2,7068	3,1617	-1,2786	1	1	0	1	53	4,0967	2,8706	2,9284	-0,2355	52	4,1786	2,8765	2,9123	-0,1676	1	1	0	1
331	22035	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	We turned into a dim little cul-de-sac called Craven Court Mews, and the apprehension that I certainly felt warred in me with a delicious sense of mixing on friendly terms well above my station	We turned into a dim little cul-de-sac called Craven Court Mews, and the apprehension I certainly felt warred in me with a delicious sense of mixing on friendly terms well above my station	41	5,7062	4,2332	4,2687	-0,1325	40	5,8371	4,2937	4,3251	-0,1569	1	1	1	0	41	4,6563	3,3006	3,266	0,3088	40	4,9998	3,4369	3,4061	0,3081	1	1	1	0
332	22036	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But many Republicans, such as Sen. Bob Packwood of Oregon, said that Bush should sign the bill because it had so many elements that the president had backed	But many Republicans, such as Sen. Bob Packwood of Oregon, said that Bush should sign the bill because it had so many elements the president had backed	31	2,4271	1,8836	2,7777	-2,1958	30	2,4842	1,9506	2,6557	-2,0504	1	1	0	1	31	3,0083	1,9545	2,4481	-1,2737	30	2,9727	2,0095	2,4087	-1,179	0	1	0	1
333	22037	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	He attempts to fill out the essentially demographic data that he has from the enumerators' books by material from contemporary accounts	He attempts to fill out the essentially demographic data he has from the enumerators' books by material from contemporary accounts	22	5,4829	3,6643	3,5388	0,481	21	5,8786	3,6703	3,5241	0,6636	1	1	0	1	22	3,9247	2,8369	2,8904	0,9539	21	4,135	2,8426	2,9334	1,1094	1	1	1	1
