ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	counterpart_less_natural
218	12094	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What they've got to do is decide how to define bipartisanship	What they've got to do is to decide how to define bipartisanship	0
219	12095	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	Then all we have to do is define those limits	Then all we have to do is to define those limits	0
220	12096	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	I think what he has to do is demonstrate an ideological accord	I think what he has to do is to demonstrate an ideological accord	0
221	12097	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All I have to do is describe what's right in front of my eyes	All I have to do is to describe what's right in front of my eyes	0
222	12098	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	So what they have to do is determine what is capable of DNA testing and what is not	So what they have to do is to determine what is capable of DNA testing and what is not	0
223	12099	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And you say the first thing you need to do is develop a sense of inner style	And you say the first thing you need to do is to develop a sense of inner style	0
224	12100	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What they're trying to do is discredit Harry and Louise on technique	What they're trying to do is to discredit Harry and Louise on technique	0
225	12101	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	But what they are allowed to do is discuss amongst themselves	But what they are allowed to do is to discuss amongst themselves	0
226	12102	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All you've got to do is do it fast	All you've got to do is to do it fast	0
227	12103	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All that Congress has got to do is do that	All that Congress has got to do is to do that	0
228	12104	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	But you have to be there, so what I want to do is do more of it	But you have to be there, so what I want to do is to do more of it	0
229	12105	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All you got to do is do your work and in the end you get it	All you got to do is to do your work and in the end you get it	0
230	12106	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	But the reality star - all the reality star can do is do that in their personal life	But the reality star - all the reality star can do is to do that in their personal life	0
231	12107	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	Vitter is out -- what Vitter could do is do what Bob Livingston did	Vitter is out -- what Vitter could do is to do what Bob Livingston did	0
232	12108	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	We take a little bit of flour on top and what you do is do a quarter turn, a quarter turn	We take a little bit of flour on top and what you do is to do a quarter turn, a quarter turn	0
233	12109	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	So what they had to do was do a desperate attempt to delay the bill	So what they had to do was to do a desperate attempt to delay the bill	0
234	12110	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And what we were able to do is do that with the piano rolls	And what we were able to do is to do that with the piano rolls	0
235	12111	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What we need to do is do what these young people are doing	What we need to do is to do what these young people are doing	0
236	12112	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What they most like to do is eat	What they most like to do is to eat	0
237	12113	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And all you need to do is eat a little piece	And all you need to do is to eat a little piece	0
238	12114	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What we are going to do is educate them in a comprehensive way about the changes in their new choices	What we are going to do is to educate them in a comprehensive way about the changes in their new choices	0
239	12115	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What we're trying to do is eliminate their ability to lead or to manage the battle	What we're trying to do is to eliminate their ability to lead or to manage the battle	0
240	12116	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	Perhaps what we should do is eliminate lawyers and lawsuits altogether	Perhaps what we should do is to eliminate lawyers and lawsuits altogether	0
241	12117	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	Because what the International Committee of the Red Cross does is ensure the health and safety of individuals that are in detention	Because what the International Committee of the Red Cross does is to ensure the health and safety of individuals that are in detention	0
242	12118	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And all we're trying to do is establish a new healthy balance in Washington between both ends of Pennsylvania Avenue	And all we're trying to do is to establish a new healthy balance in Washington between both ends of Pennsylvania Avenue	0
243	12119	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And I believe that what he's attempting to do is establish a pretty authoritarian form of government, as do his opponents	And I believe that what he's attempting to do is to establish a pretty authoritarian form of government, as do his opponents	0
244	12120	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And now what we're trying to do is continue to expand those restrictions because they're essential	And now what we're trying to do is to continue to expand those restrictions because they're essential	0
245	12121	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	Now the thing I needed to do was find a professional rescue team as soon as possible	Now the thing I needed to do was to find a professional rescue team as soon as possible	0
246	12122	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	It's yours, all you have to do is find it	It's yours, all you have to do is to find it	0
247	12123	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What you want to do is find a new way out	What you want to do is to find a new way out	0
248	12124	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	No, what she wants to do is find some different way to tickle your funny bone	No, what she wants to do is to find some different way to tickle your funny bone	0
249	12125	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	I think the first thing we need to do is find out what did happen	I think the first thing we need to do is to find out what did happen	0
250	12126	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	But they're not worth zero, and so what you need to do is find the price	But they're not worth zero, and so what you need to do is to find the price	0
251	12127	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	But what I'm trying to do is find a way to work together through the problems	But what I'm trying to do is to find a way to work together through the problems	0
252	12128	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And what we need to do is find a national solution	And what we need to do is to find a national solution	0
253	12129	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	I want to become a millionaire perhaps another way? All you have to do is follow a few simple guidelines	All you have to do is to follow a few simple guidelines	0
254	12130	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	Obviously, the most important thing we need to do is generate new jobs so that you can compete for those jobs	Obviously, the most important thing we need to do is to generate new jobs so that you can compete for those jobs	0
255	21000	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	It removes our present expression and shows that the badness we meant would not be affected by this whereas on positivist grounds it should be	It removes our present expression and shows that the badness that we meant would not be affected by this whereas on positivist grounds it should be	0
256	21001	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	But then one day, while on a week's visit to the country home of a retired Swiss jeweler Rousseau amused the company with a few little melodies he had written to which he attached no great importance	But then one day, while on a week's visit to the country home of a retired Swiss jeweler Rousseau amused the company with a few little melodies that he had written to which he attached no great importance	0
257	21002	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	It is hardly to be supposed that the incentives he proposed would appeal strongly to the candidate in 11-plus, G.C.E. or university examinations	It is hardly to be supposed that the incentives that he proposed would appeal strongly to the candidate in 11-plus, G.C.E. or university examinations	0
258	21003	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Gay smiled at him again, happy beyond belief, knowing that now Gavin was in love with her and her only, yet remembering for a second the kisses she had seen him giving Elaine	Gay smiled at him again, happy beyond belief, knowing that now Gavin was in love with her and her only, yet remembering for a second the kisses that she had seen him giving Elaine	0
259	21004	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Some women are unsuccessful in finding the kind of man they want because they try too hard	Some women are unsuccessful in finding the kind of man that they want because they try too hard	0
260	21005	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The major effect of these advances appears to lie in the part they have played in the industrial revolution and in the tools which scientific understanding has given us to build and manipulate a more protective environment	The major effect of these advances appears to lie in the part that they have played in the industrial revolution and in the tools which scientific understanding has given us to build and manipulate a more protective environment	0
261	21006	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Finally satisfied, he warned her that on no account was she to move from the position he had achieved	Finally satisfied, he warned her that on no account was she to move from the position that he had achieved	0
262	21007	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	In addition to being very responsive to the pressure of my hand, large sticks of soft pastel increase the variety and expressiveness of the marks I can make	In addition to being very responsive to the pressure of my hand, large sticks of soft pastel increase the variety and expressiveness of the marks that I can make	0
263	21008	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	He didn't tell her the truth he now freely admitted to himself	He didn't tell her the truth that he now freely admitted to himself	0
264	21009	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Their achievements now will colour their future paths - and they have every right to demand a good grounding ; in fact, the very best the country can offer	Their achievements now will colour their future paths - and they have every right to demand a good grounding ; in fact, the very best that the country can offer	0
265	21010	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The dated poems also give us an idea of the degree to which Hardy drew upon past productions for his various volumes, and therefore probably are an indication of the amount of poetry he was writing at the time	The dated poems also give us an idea of the degree to which Hardy drew upon past productions for his various volumes, and therefore probably are an indication of the amount of poetry that he was writing at the time	0
266	21011	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	It would come down to saying that Fromm paints with a broad brush, and that, after all, is not a conclusion one must work toward but an impression he has from the outset	It would come down to saying that Fromm paints with a broad brush, and that, after all, is not a conclusion one must work toward but an impression that he has from the outset	0
267	21012	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	We are, as we know, utterly dependent on the quality of advice we get ; and quality of advice, added to devotion to the Foundation's purposes and ideals, we do get from our Advisory Board in measures so full that they can be appreciated only by those of us who work here every day	We are, as we know, utterly dependent on the quality of advice that we get ; and quality of advice, added to devotion to the Foundation's purposes and ideals, we do get from our Advisory Board in measures so full that they can be appreciated only by those of us who work here every day	0
268	21013	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	and then, perhaps because he had become conscious of the slightly ridiculous pose he had struck, and this consciousness humiliated him, he slumped slightly, spreading his legs apart, almost like the child soldier standing at ease ; or, rather, standing easy	and then, perhaps because he had become conscious of the slightly ridiculous pose that he had struck, and this consciousness humiliated him, he slumped slightly, spreading his legs apart, almost like the child soldier standing at ease ; or, rather, standing easy	0
269	21014	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	As for Cousin Alexander Carraway, the only thing Theresa could remember at the moment about him (except his paper knife) was that he had had exceptionally long hands and feet and one night about one o'clock in the morning the whole Stubblefield family had been aroused to go next door at Cousin Emma's call -- first Papa, then Mother, then Theresa and George	As for Cousin Alexander Carraway, the only thing that Theresa could remember at the moment about him (except his paper knife) was that he had had exceptionally long hands and feet and one night about one o'clock in the morning the whole Stubblefield family had been aroused to go next door at Cousin Emma's call -- first Papa, then Mother, then Theresa and George	0
270	21015	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Labour's charter states that everyone depending on community care will be covered by a service contract tailored to meet their particular situation, giving both the users and carers clearly defined rights as to the quality of help they can rely on	Labour's charter states that everyone depending on community care will be covered by a service contract tailored to meet their particular situation, giving both the users and carers clearly defined rights as to the quality of help that they can rely on	0
271	21016	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Raising the political price for our support might be enough to corral wayward Democrats under a system where campaign expenditures were sharply limited, but not when corporate interests stand ready to replace the dollars we withhold	Raising the political price for our support might be enough to corral wayward Democrats under a system where campaign expenditures were sharply limited, but not when corporate interests stand ready to replace the dollars that we withhold	0
272	21017	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	It was a mental game he had started playing recently	It was a mental game that he had started playing recently	0
273	21018	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Will the house on any part-time farm you are considering make a satisfactory full-time residence	Will the house on any part-time farm that you are considering make a satisfactory full-time residence	0
274	21019	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The two things she was sure of were that her mother had used the word abandoned, and that she had mentioned eleven years	The two things that she was sure of were that her mother had used the word abandoned, and that she had mentioned eleven years	0
275	21020	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	but this place isn't really a political centre if financier Moke secretly inspires it, he said, thinking of those stories he had read as a boy	but this place isn't really a political centre if financier Moke secretly inspires it, he said, thinking of those stories that he had read as a boy	0
276	21021	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	she had loved Byron, but she had betrayed him, betrayed him not twice, as he had betrayed her, but again and again over a long span of time, fawning on his implacable wife, purveying to her in secret the unguarded letters he never suspected any eye but her own would see, feeding the stealthy fires of her animosity : and having betrayed him, she had grown to fear and almost to hate him	she had loved Byron, but she had betrayed him, betrayed him not twice, as he had betrayed her, but again and again over a long span of time, fawning on his implacable wife, purveying to her in secret the unguarded letters that he never suspected any eye but her own would see, feeding the stealthy fires of her animosity : and having betrayed him, she had grown to fear and almost to hate him	0
277	21022	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	They met knowing that John Major had not dared risk holding the election he would like to have won next month	They met knowing that John Major had not dared risk holding the election that he would like to have won next month	0
278	21023	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	they agreed that it was the sort of thing they liked, they looked at it from all angles, discovered its price and then Neil said quietly, shall we buy it, Jane	they agreed that it was the sort of thing that they liked, they looked at it from all angles, discovered its price and then Neil said quietly, shall we buy it, Jane	0
279	21024	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Almost as though he were unwilling to totally obscure his debt to Kant, in other words, Kierkegaard gives the informed reader a glimpse into the game he is playing with the Hegelians	Almost as though he were unwilling to totally obscure his debt to Kant, in other words, Kierkegaard gives the informed reader a glimpse into the game that he is playing with the Hegelians	0
280	21025	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The largest hurdle the Republicans would have to face is a state law which says that before making a first race, one of two alternative courses must be taken	The largest hurdle that the Republicans would have to face is a state law which says that before making a first race, one of two alternative courses must be taken	0
281	21026	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	there are some things the government does where religion simply need not enter in	there are some things that the government does where religion simply need not enter in	0
282	21027	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Yet the composer, if he is still living, can not claim recompense for the injustice he has suffered	Yet the composer, if he is still living, can not claim recompense for the injustice that he has suffered	0
283	21028	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	He told himself that the slaughter he had just witnessed must have induced a state of shock in him	He told himself that the slaughter that he had just witnessed must have induced a state of shock in him	0
284	21029	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	I think I can say that I was truly hated by a cosy columnist in Herald Tribune Books who signed herself "" IMP "" and doted on the books I attacked	I think I can say that I was truly hated by a cosy columnist in Herald Tribune Books who signed herself "" IMP "" and doted on the books that I attacked	0
285	21030	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	That I was not getting complete credit for work I had done was less important than the fact that Peggy was on her own, with Judy, and barely able to perform	That I was not getting complete credit for work that I had done was less important than the fact that Peggy was on her own, with Judy, and barely able to perform	0
286	21031	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	First he sang, a song he'd learned as a child in Genti Couli, the town outside of Saloniki, where he was born	First he sang, a song that he'd learned as a child in Genti Couli, the town outside of Saloniki, where he was born	0
287	21032	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	I was not suffering, but I had become numb in all my faculties ; a point of boredom I had never reached before	I was not suffering, but I had become numb in all my faculties ; a point of boredom that I had never reached before	0
288	21033	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The only other world to desire, heaven, the sun, is what's becoming absent ; and if the shepherd's flock represents the paltry, fleeting vanities he might despise, appropriately metamorphosed into gnats, they, like a new grove, still encumber him, because until the death all shepherds ought to long for ( November, 182-92 ), he has no other place but his diminished world in which to live	The only other world to desire, heaven, the sun, is what's becoming absent ; and if the shepherd's flock represents the paltry, fleeting vanities that he might despise, appropriately metamorphosed into gnats, they, like a new grove, still encumber him, because until the death all shepherds ought to long for ( November, 182-92 ), he has no other place but his diminished world in which to live	0
289	21034	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	I will send you the best the quarter has to offer	I will send you the best that the quarter has to offer	0
290	21035	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The difference between them lies in the systems they live under, only there, nowhere else	The difference between them lies in the systems that they live under, only there, nowhere else	0
291	21036	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	The future was hinting at certain demands it would make	The future was hinting at certain demands that it would make	0
292	21037	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	She thought of the murders she'd read about - of girls waylaid on lonely roads like this, girls missing for days, weeks, with search parties scouring the countryside, and then, in some hidden spot	She thought of the murders that she'd read about - of girls waylaid on lonely roads like this, girls missing for days, weeks, with search parties scouring the countryside, and then, in some hidden spot	0
293	21038	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	There was still a question she didn't know how to answer	There was still a question that she didn't know how to answer	0
294	21039	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	We, further, wish to place on record our gratefulness to the government for all the positive steps it has taken to solve the problems and to promote the welfare of the different groups	We, further, wish to place on record our gratefulness to the government for all the positive steps that it has taken to solve the problems and to promote the welfare of the different groups	0
295	21040	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_dropped	syllabic	written	Chief among the defects they singled out were the complicated and wearisome procedures in equity	Chief among the defects that they singled out were the complicated and wearisome procedures in equity	0
296	22000	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Her psychiatrist raised one eyebrow inquisitively when she told him this, a gesture that she took as a sign of disapproval	Her psychiatrist raised one eyebrow inquisitively when she told him this, a gesture she took as a sign of disapproval	0
297	22001	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	I shall contend that the key condition that Danto's theory lacks - and even eschews - is the requirement that the main function of art is to produce aesthetic objects	I shall contend that the key condition Danto's theory lacks - and even eschews - is the requirement that the main function of art is to produce aesthetic objects	0
298	22002	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The idea that art must be aesthetic is not exactly new ; its most prominent proponent was Monroe Beardsley	The idea art must be aesthetic is not exactly new ; its most prominent proponent was Monroe Beardsley	0
299	22003	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	How could the mess be admitted, because it appears to be the very opposite of form and therefore destructive of the very thing that art holds itself to be	How could the mess be admitted, because it appears to be the very opposite of form and therefore destructive of the very thing art holds itself to be	0
300	22004	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	And if he is so scornful of the rights of states, why not advocate a different sort of constitution that he could more sincerely support	And if he is so scornful of the rights of states, why not advocate a different sort of constitution he could more sincerely support	0
301	22005	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	When Pelligrew was unloading his shopping-basket in his kitchen he began to think of more things that Ada had told him about Victor	When Pelligrew was unloading his shopping-basket in his kitchen he began to think of more things Ada had told him about Victor	0
302	22006	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Carrying it to the living room, she imagined the picture she made : tall and roundly slim, a bit sophisticated in her yellow sheath, with a graceful swingy walk that she had learned as a twirler with the school band	Carrying it to the living room, she imagined the picture she made : tall and roundly slim, a bit sophisticated in her yellow sheath, with a graceful swingy walk she had learned as a twirler with the school band	0
303	22007	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	If you're consuming only the average amounts of 450 to 550 mg a day that many Americans take in, you're in danger of losing bone mass . Furthermore, you are putting yourself at greater risk for osteoporosis	If you're consuming only the average amounts of 450 to 550 mg a day many Americans take in, you're in danger of losing bone mass . Furthermore, you are putting yourself at greater risk for osteoporosis	0
304	22008	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But before I embark on my main discussion, I want to mention the role that payment of money (or the return of lands or artifacts) may play in the embodiment of communal remembrance	But before I embark on my main discussion, I want to mention the role payment of money (or the return of lands or artifacts) may play in the embodiment of communal remembrance	0
305	22009	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But because such training entails effort that the child may be reluctant to exert, to require it of everyone calls for a promise to the child and to society	But because such training entails effort the child may be reluctant to exert, to require it of everyone calls for a promise to the child and to society	0
306	22010	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Serious art, by and large, does make demands that popular art does not : sensitive discrimination, awareness of form, some familiarity with technique, and, above all, an active and concentrated attention	Serious art, by and large, does make demands popular art does not : sensitive discrimination, awareness of form, some familiarity with technique, and, above all, an active and concentrated attention	0
307	22011	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Moreover, it is equally difficult to argue that secular changes in income that Peltzman discusses are at work to the same extent in this analysis since we are using data for a shorter time span	Moreover, it is equally difficult to argue that secular changes in income Peltzman discusses are at work to the same extent in this analysis since we are using data for a shorter time span	0
308	22012	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	As for the foreign examples that the National Government was supposed to have foolishly ignored, the evidence about the effectiveness of the various New Deals in bringing down unemployment now seems, at best, to be inconclusive	As for the foreign examples the National Government was supposed to have foolishly ignored, the evidence about the effectiveness of the various New Deals in bringing down unemployment now seems, at best, to be inconclusive	0
309	22013	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	It should be remembered that the Manchesters, the Bradfords, the Wandsworths and the Westminsters get double the amount of money that Barnsley gets to provide services at the same level	It should be remembered that the Manchesters, the Bradfords, the Wandsworths and the Westminsters get double the amount of money Barnsley gets to provide services at the same level	0
310	22014	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	All that he is interested in is the fact that the work of healing can receive warrant from scripture	All he is interested in is the fact that the work of healing can receive warrant from scripture	0
311	22015	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The historical problem that Derrida has to face - and his followers often magnificently ignore - is that there is no evidence whatever that phonocentrism in this strong sense exists, or even has existed	The historical problem Derrida has to face - and his followers often magnificently ignore - is that there is no evidence whatever that phonocentrism in this strong sense exists, or even has existed	0
312	22016	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Where then is the sound planning and cooperation between agencies within the community that you have called for in other editorials	Where then is the sound planning and cooperation between agencies within the community you have called for in other editorials	0
313	22017	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The fruitful course of metropolitanization that you recommend is currently practiced by the town of East Greenwich and had its inception long before we learned what it was called	The fruitful course of metropolitanization you recommend is currently practiced by the town of East Greenwich and had its inception long before we learned what it was called	0
314	22018	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The Fragility of the Private Family Without the ballast provided by the public sphere, the family began its long slide toward subjectivism, feeding the very individualism that family morality was supposed to counter	The Fragility of the Private Family Without the ballast provided by the public sphere, the family began its long slide toward subjectivism, feeding the very individualism family morality was supposed to counter	0
315	22019	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But it is certainly true that individualism constantly undermines the very family life that it originally fostered	But it is certainly true that individualism constantly undermines the very family life it originally fostered	0
316	22020	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Though the trick that Holbein was playing with an object in the foreground of the picture - a skull that could only be recognized if the viewer crouched down in the extreme lower left-hand corner, which otherwise looked like a shapeless blotch in front of the two illustrious Frenchmen - had long since lost its original fascination for Dance, he nevertheless always stopped to look at it - from the correct angle, on principle	Though the trick Holbein was playing with an object in the foreground of the picture - a skull that could only be recognized if the viewer crouched down in the extreme lower left-hand corner, which otherwise looked like a shapeless blotch in front of the two illustrious Frenchmen - had long since lost its original fascination for Dance, he nevertheless always stopped to look at it - from the correct angle, on principle	0
317	22021	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	If I could put your body in an imaginary atomic press and squeeze you down, squeeze these holes out of you in the way we squeeze the holes out of a sponge, you would get smaller and smaller until finally when the last hole was gone, you would be smaller than the smallest speck of dust that you could see on this piece of paper	If I could put your body in an imaginary atomic press and squeeze you down, squeeze these holes out of you in the way we squeeze the holes out of a sponge, you would get smaller and smaller until finally when the last hole was gone, you would be smaller than the smallest speck of dust you could see on this piece of paper	0
318	22022	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	The four-wheeled vehicle with its internal combustion engine that we call the motor car has given me much pleasure, as well as pain and disappointment	The four-wheeled vehicle with its internal combustion engine we call the motor car has given me much pleasure, as well as pain and disappointment	0
319	22023	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	It is important to know to what extent the level of thinking of our subjects remained the same throughout the four experiments that each one undertook	It is important to know to what extent the level of thinking of our subjects remained the same throughout the four experiments each one undertook	0
320	22024	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Marion, my love, I have an idea that if my sister has had anything to do with this, they willn't need telling . but, just for the record ,	Marion, my love, I have an idea if my sister has had anything to do with this, they willn't need telling . but, just for the record ,	0
321	22025	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	An idea, of the sort that we have in mind, although of necessity readily available to imagination, is more general in connotation than most poetic or literary images, especially those appearing in lyric poems that seek to capture a moment of personal experience	An idea, of the sort we have in mind, although of necessity readily available to imagination, is more general in connotation than most poetic or literary images, especially those appearing in lyric poems that seek to capture a moment of personal experience	0
322	22026	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	There are points at which the authors have to admit that the stamp of the Medici on this genre is not very strong : for example, they confirm that few of the sources can be tied to the Medici family ; at the same time, of course, they have to acknowledge the strong impact that the Strozzi family and circle seem to have made on (at least) the dissemination of the style	There are points at which the authors have to admit that the stamp of the Medici on this genre is not very strong : for example, they confirm that few of the sources can be tied to the Medici family ; at the same time, of course, they have to acknowledge the strong impact the Strozzi family and circle seem to have made on (at least) the dissemination of the style	0
323	22027	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Realtors in attendance at the colloquium expressed interest, for example, in Connecticut's new housing law as setting standards of equity that they would like to have to obey, but in support of which none had been willing to go on public record	Realtors in attendance at the colloquium expressed interest, for example, in Connecticut's new housing law as setting standards of equity they would like to have to obey, but in support of which none had been willing to go on public record	0
324	22028	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	These are the very qualities that Gilmore counts on when he manipulates her toward a suicide pact	These are the very qualities Gilmore counts on when he manipulates her toward a suicide pact	0
325	22029	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Here are many simple practical things that coaches can do with a little creativity, which will increase the activity time for children	Here are many simple practical things coaches can do with a little creativity, which will increase the activity time for children	0
326	22030	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	This is the gloss that I would add to Katz's formulation of the goals of what he calls linguistics tout court (I would call it theoretical linguistics) in his recent defence of Platonic realism (as an alternative to both American structuralism and Chomskyan cognitivism) : linguistics tries to construct theories to answer the questions	This is the gloss I would add to Katz's formulation of the goals of what he calls linguistics tout court (I would call it theoretical linguistics) in his recent defence of Platonic realism (as an alternative to both American structuralism and Chomskyan cognitivism) : linguistics tries to construct theories to answer the questions	0
